"","psw_0198","psw_0202","psw_0239","psw_0325","psw_0329","psw_0378","psw_0379_2","psw_0543","psw_0614","psw_0647","psw_0720_2","psw_0756","psw_0825","psw_0839","psw_0947_4","psw_1017","psw_1045","psw_1066","psw_1079","psw_1104","psw_1145","psw_1154_2","psw_1155","psw_1161","psw_1203","psw_1274","psw_1296","psw_1327","psw_1352","psw_1357","psw_1358","psw_1371_2","psw_1391","psw_1396_2","psw_1404","psw_1412","psw_1425","psw_1456","psw_1490","psw_1507","psw_1508","psw_1510","psw_1528","psw_1554","psw_1589","psw_1619","psw_1637","psw_1638","psw_1695","psw_1708","psw_1714","psw_1717","psw_1722","psw_1751","psw_1776","psw_1809","psw_1817","psw_1821","psw_1873","psw_1883","psw_1904","psw_1960_3","psw_2103","psw_2133","psw_523","psw_981"
"GO_T_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE","0.0115708816573691","-0.275184744353555","-0.198903006358404","0.503817192233896","-0.328866273401658","0.632642382939776","-0.232260166125919","-1.95378737413267","-1.97757405535589","0.747684933329594","-1.12566846288231","-2.29831693127786","-1.34834752951665","-0.511355584136181","1.59368461456515","0.344875365301493","-0.73380052615574","-0.000125717360004343","-0.234712502245741","-1.83298909619938","2.06381575327983","1.2544855468599","0.649720483168586","-0.372967373819849","-1.36008811754806","1.61845086684081","0.417589030932698","0.876964872041202","-1.21382996735001","1.58883999984893","0.136485882424588","-0.132810029092893","-1.01855442407063","-0.657809715165276","0.208334866379256","-0.409537344586625","-0.410367002836538","0.0656713498888554","-0.781502198029559","-0.405420264920884","-0.146280246306314","0.982047081319035","1.36019556008514","-0.706094307424924","-0.669940713199495","0.19749386105995","-0.680618998032494","1.59588683186223","-0.493745904028645","2.21298171177109","-0.203506316893589","0.937079449104475","1.31964279660977","-0.0826505024885234","0.0643997336712845","-0.471655910831226","0.123755859976623","-1.38613948159524","-0.343477224169294","0.885590667791258","-0.847070538980714","0.577669932037783","1.63937789095925","0.689223762345922","0.260827916007122","0.28515147457988"
"GO_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION","0.354690409816016","-0.335198909281505","0.202079336520318","0.159298428535233","-0.141243579745016","0.734909737563389","0.111676840072611","-2.21662355083048","-1.85687525515488","1.19586044197641","-1.0613535059757","-1.91392632871586","-1.22669215991359","-0.603740172576622","1.66347243484872","0.608560966749227","-0.821189188592844","0.156036478173773","-0.035826593715115","-1.36398995174325","2.3590452717439","1.07189496481447","0.264505840208492","-1.157033637256","-1.64371491297471","1.42081072822437","0.248257105464339","0.632343756778999","-1.25652569622115","1.71801845500834","0.598842680989965","0.320506570830561","-1.45116935979719","-0.173749383626589","-0.187180264291237","-0.694499366584718","-0.518536487616247","0.4382116463238","-0.766779005209377","-0.554978879985213","0.265516842893928","1.1766456857713","0.811507642317885","-0.314450707414622","-0.878146508478403","-0.299192003084997","-0.534476508810635","0.844891799431027","-0.699951894800861","2.14285924485092","-0.307079114001178","1.40637721304199","0.716074248488331","-0.00703409345121113","-0.420062384530016","-0.483484974126591","-0.205595585620669","-1.16682780954245","-0.0240016035417178","0.607026643882728","-0.834791706867679","1.24057965114654","1.40230527416257","1.18770758479859","-0.205309240425303","0.300716399074879"
"HALLMARK_ALLOGRAFT_REJECTION","0.0978486984383211","0.881459100783871","-1.14455415345829","-0.954614902430184","-0.0592280435691102","0.7632364107258","-0.337320469557703","-0.625923524771026","-2.30270114238849","0.626162188578055","-1.16980571213112","-2.1584803864801","-2.06684621494592","0.48632711966348","1.45600942772627","0.67803566009959","-0.509141847074417","0.483049939775139","-0.0195519945453734","-2.19324623441058","1.72746687110306","1.46177269691916","-0.372010170494258","-0.526979144730932","-0.906842098711382","1.79663514461418","0.175130429805691","0.629940322614764","-1.15110530181365","1.61411610611111","-0.267262623554162","0.39301495343883","-1.05303134188475","0.265513502602732","0.0188125833433124","-0.644908696464559","-0.311558266892514","0.363292353810651","-1.83538816176183","-0.161917286418132","0.397343660866781","0.781326611110005","1.18637432067866","-0.538012364098026","0.208380756751424","0.675852022932948","-0.205927726713219","0.112067606775091","-0.362147332967622","1.97273621769914","0.715619902556766","1.14289264029287","-0.365318374065247","0.722653668626473","-0.040384848955422","0.0722414041729171","-0.753236442529403","-1.71372977164631","-0.541161189224214","0.573620807010732","0.0388783177071916","0.276630933763984","1.29952145784683","1.18637561664647","-0.528775454115142","0.540771767210786"
"chr22q12","0.413030828382465","1.29898965855497","3.30094802227873","-0.0756748131614132","1.04705921032881","-1.34294359667617","0.131554444934444","-1.0255819985147","-1.77853229284721","-1.07097352398675","0.555577214800188","-1.2704756114978","-0.18254325012497","1.42904924772111","-0.196398006960106","0.426846657272986","-0.358196086061681","1.15699338563626","1.09280209602778","-0.0565449248042597","-0.431311572959625","-0.128562977786878","0.470801437714338","-1.09762542338508","1.26287147456401","0.158662464311781","-0.0141904389084488","0.342488676567333","0.404716727622487","0.450233108063968","-0.396728578263776","0.624117354409763","1.39123373967004","-0.651925848146183","0.874097130617609","-0.493956652179798","0.646748758966958","-0.894048828412378","-0.00379199678097527","-1.26600912749328","0.198508004778373","-0.581710259585839","-1.12933902859037","-0.501023782087292","0.815984546184162","0.153886876563153","0.006015853328268","-0.359147480065491","-1.33250393297495","-0.914172315086879","0.88012248272718","-2.20329392427913","-1.71877451695374","0.402095213014367","0.449754503803598","-0.842752691169223","-1.55607190398635","2.22873318475029","0.472222680171896","-1.0460560598816","0.592735386074168","-0.654796278087081","1.04662390860445","0.257369638288331","-0.333606097603493","0.926389902568667"
"KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","-0.173060771895797","1.59874914317854","-1.39817987995958","-0.743984643403929","-0.414871383721121","0.595314774007544","-0.502119856236954","-1.24373441759914","-1.83729929201596","0.493045688026092","-1.49763037772668","-1.9783035567501","-1.39857180210219","0.547614109945839","1.34436991358957","0.439893571984049","-0.677847421472834","0.327559459938684","-0.237468343677542","-1.92779416874861","1.8429885687499","1.15374951637939","-0.184959369563442","-0.722760565232098","-1.09697603528411","2.02393699812696","0.130015664347101","1.00948644101158","-0.91660237369384","1.72335206529228","-0.368952744018865","0.210229558331872","-1.43604160026421","-0.684064824083781","-0.338705520994884","-0.00755323083632047","0.0719062347398439","0.12427227772536","-1.25300674751676","-0.199710800553381","0.68094900683163","1.42953872713816","1.38177297791201","-0.361203841196944","0.04815046449653","0.642014237946843","-0.551388734739383","-0.00051298059027225","-0.133336424663357","2.11095584929916","0.215867209009858","1.10552368373451","0.294433372261943","0.767663603933665","0.167954113134649","-0.36082657739218","-0.572516981635655","-1.34888639760332","-1.09755743396361","0.43506826610444","0.210537524553906","0.258910723768939","1.25490276629704","0.847308600020638","-0.782234642752707","0.960628630071052"
"KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY","0.546813401155542","0.754471665530725","-1.18404452903553","-1.45919016353726","-0.608020953079035","0.533098329386698","-0.18102480382605","-0.683854289539287","-1.34311853974799","0.609710813847133","-0.568804663837427","-1.14214671014402","-1.29114410449279","-0.128306471981409","1.32619022574","0.873487077976067","-0.636488492458425","0.412438567788288","-0.361902769039925","-0.825975669778451","2.22031760548307","1.27357484057283","-0.522095646446985","-1.91065837458494","-1.57929170176555","1.78810521587056","0.25364811277446","0.526366726023984","-0.727764825458278","1.89006600288765","0.0710554655127654","0.618667240511336","-0.47865270079259","-0.319469718824153","-1.16003144598285","-0.470361851827391","0.380507876012458","0.155593063300173","-3.66513647119453","0.1497391132522","0.34469795170888","1.10308322160195","0.581556183020796","0.0345544625462022","-0.508123892951528","0.536506376110127","-0.478463616456749","0.238995516657806","-0.14137856038454","1.65343715866946","0.463591499023097","1.05589438367573","-0.00429866615939169","0.669343278384189","0.232065667846132","-0.00880954399866002","-0.0100021083829749","-1.00040068298929","-0.84175707246615","0.186942120978179","-0.299139240727357","0.834331566948141","1.46357051698988","1.05260987330684","-0.700797119276054","0.405624280074198"
"KEGG_TYPE_I_DIABETES_MELLITUS","-0.0705055535776929","0.4138816624105","-0.895567949244857","-0.34724367349001","0.0486694795746232","0.656878231191837","0.712572595347394","-0.260469578035271","-1.83335104759202","0.283383443018848","-1.18156244169336","-2.75683323231901","-1.29008340611587","-0.198179430685767","1.23817685320801","0.169740849030531","0.10239749345284","0.579016297599869","0.284628866852838","-2.49853531000118","1.41582773954274","1.18314038347762","-0.486974664315093","0.403222866538056","-0.185739832071296","1.26279246304236","0.331223654293321","1.19996722980907","-1.31907100739843","0.935888606218525","0.0703406813159796","-0.0620947772603677","-1.79961779982189","-0.0290930685466964","0.191643401182684","-1.05971554651982","-0.498298504769908","-0.152983780210389","-2.05753587372063","0.676983843842555","0.322917256386914","0.642028947117021","1.44863851195647","-0.607466060523466","0.835831614914855","-0.251051807329407","-0.234480266861079","0.663777048522218","-0.326344640810335","1.852258911428","0.568224700915496","1.63730671209274","-0.277848276252479","0.900016613949615","-0.136525046971715","0.31055158113402","-0.785059977519695","-2.09567775706857","-0.83327573470377","0.510494263813232","-0.132314338440144","0.192988154438488","1.15601592861529","0.540909602170977","-0.459504157673912","1.38066805313859"
"KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS","-1.66438306792205","0.777764044108191","-0.678528624984236","-1.28570742817425","0.0106977441249362","-0.075604413239805","0.253496402408115","0.252008522670693","-2.22277175294705","0.822118637867344","-0.951044877010221","-0.844458759905489","-2.07862277091189","0.757958995383259","0.92747211369151","0.029253759707549","-0.120987868722259","-0.752118076744627","-1.10575993720586","-0.533319799821864","0.470354991679868","0.185760850283983","-0.855109218344946","0.469250245711358","0.906974645470986","1.61315020458223","0.859235872946731","0.232833374533791","-0.794785968791448","0.148074565110017","-0.807287408115398","0.201417522586773","0.906111927884153","0.382916752964668","0.37771031709214","-0.272639976538031","-0.878568430191862","-0.274187879655053","-2.07588306479938","-0.288409715295726","0.405596931385137","0.687922288200112","1.50032399386249","-0.639734408465099","0.572056214847051","-0.703600461482311","0.747303594699348","0.519353805003433","0.0384069382292167","1.37303512241973","0.0643594448399378","1.7461236512054","4.01056880440238","-0.0894810291084987","-0.575427815804248","-0.3495750328509","0.227810225066748","-1.20786832306114","0.26327622496085","1.16325282802981","-0.175035535520328","-0.505208377879202","0.310802516299975","-0.729394884704545","-0.88398474749882","0.204735581436584"
"KEGG_ALLOGRAFT_REJECTION","-0.120113608155006","0.750432192124789","-0.853732910448077","-0.33941070403453","-0.320132905269324","0.559943582212192","0.529759817608973","-0.284480391898283","-1.98036547946158","0.565428595349768","-1.00261935662091","-2.85728181998955","-1.10209707324762","-0.188590767048149","1.29651221441411","0.146303313857906","0.0332463361846769","0.223707208201143","-0.0505972053629678","-2.29147228527982","1.3376321349049","1.48640702860592","-0.470699643946022","0.656440791228251","-0.304426004106163","1.50094118713863","0.134132127138116","0.873592254901481","-1.2516434768362","1.17561307692839","0.20715532149807","0.165742522697705","-1.36150298774976","-0.175436284077343","0.218089727018665","-1.34424216570228","-0.405306452546144","-0.10024090433991","-1.70279218412679","0.0284183489839249","0.250420266719717","0.710962040004854","1.30416482771423","-0.602629569641563","0.841570853145743","-0.0666192485805324","-0.244647781717429","0.362073006496353","-0.396364495814577","1.71513878554906","0.553034774399467","1.57907581270619","-0.0594755610826093","0.904941867312692","0.000874022997249194","0.249181611740198","-1.03000353255099","-2.59425042176152","-0.922204539351909","0.764098317554134","0.129864260762021","0.248134226720296","1.23872616092716","0.710802705174877","-0.347988824366606","1.31880726419231"
"KEGG_GRAFT_VERSUS_HOST_DISEASE","-0.487626315388213","0.974838063600344","-1.08490215663599","-0.295503373171693","-0.284706413815589","0.692485540611222","0.426419663344687","-0.395681654236088","-2.20488547903681","0.382302113556138","-1.06449467493978","-2.66892822898929","-1.33965258197739","-0.242055252164023","1.37411341960004","0.0257355107029191","-0.186241868246016","0.520154295718447","0.0800286506289665","-2.30432120066393","1.28679058922888","1.46431419290186","-0.101383254188781","0.813110730983975","-0.404086095954126","1.5055635474564","0.051303521600271","1.04882002217","-1.26898573850737","1.19470097047352","-0.147842083163211","0.0332581113293713","-1.45060302545473","-0.197669673490738","0.172373584434526","-1.11890439934579","-0.175039502591597","-0.296159413323762","-1.43761406752076","0.358001167778601","0.156085693448809","0.67525192426703","1.65620335592319","-0.621780977375609","0.908681656024864","-0.221112784286689","-0.240660552405897","0.542258326014994","-0.207371629896289","2.04400341353197","0.314644620639469","1.31480068874557","0.0422920241381275","0.728150962610862","-0.00565745840978572","0.106588687687215","-0.938164184416856","-2.23571259927058","-0.920267762238405","0.747812560424061","-0.0569002119434612","0.397194151128342","0.870387352280043","0.594558168597987","-0.35076738397402","1.45245471544056"
"KEGG_PRIMARY_IMMUNODEFICIENCY","-0.22513149712152","0.295323000369718","-1.57950396742212","-0.464676040532128","-0.49766889475506","0.420783720650803","-0.385278040667968","-0.916203447065799","-1.67014486940613","0.997255956536958","-0.513851012396696","-1.78610624294467","-2.05089905559687","0.187534226914943","1.36815321197683","0.976624977296136","-0.58140995701704","0.2082429041154","0.14452592435374","-1.99924378455723","2.42041931128282","1.53092196071544","0.119028960759866","-0.193471590936646","-1.33940930455766","1.66132431718053","-0.455772853452681","0.54088894355049","-1.59934834095098","1.78665995566354","-0.183662736055787","0.334516038810234","-0.765161606362715","-0.205136564709788","-0.0437359610789435","-1.08675091114152","-0.548552265302557","0.726326537632777","-0.559359283232566","-0.649850890486493","0.282450321076912","0.841081565683263","0.766929753792044","-0.086596934019632","-0.0883210313894229","-0.221241216746026","-0.785265838311325","0.389826484358046","-0.749698752047124","2.03350549498757","0.402501528618253","1.32577624554027","0.884388914407428","0.247828121125801","-0.204812054681132","-0.0738587395133402","-0.404922734167003","-1.48293905605526","-0.562829447607961","0.233774028843518","0.015971505371193","0.622702845531864","2.16355987649844","1.15191654729065","-0.608950124358834","0.489021865713139"
"BIOCARTA_CSK_PATHWAY","0.182660983122094","0.53777545256592","-1.63251197787327","-1.37091099805196","-0.148385736967534","0.735285273865193","-0.800983824021207","-0.71094700757879","-0.86768604407259","0.929097575437531","-0.625795841540898","-2.00859090614777","-1.88199733656792","0.461625002768546","1.19436132294896","1.13956288566114","-0.692243734722963","0.165024584004949","-0.175606684226247","-2.08920596729031","1.99165350771637","1.08380070525755","-0.037980757594809","-0.0969532720340228","-1.60214993434414","1.68134414702141","0.191663998410293","0.381978263110822","-1.73874387983837","2.24471487726875","-0.280545589644304","0.144827288350942","-0.555170131477878","-0.385456326754674","0.300823749297527","-0.158624410415086","-0.19429308938952","1.10070862688367","-0.954220496088466","-0.832819274591112","0.430645485370195","0.77059505379811","1.17011323811355","-0.457493385781356","-0.833781526345031","-0.300764998562223","-0.250028577512914","0.133159023793271","-0.743674286414266","1.10096789152576","0.493535859203011","1.36284352122455","0.344816135039548","1.05190128497934","0.335284300173525","-0.378574777953185","0.0555634923363506","-1.89449818555979","-0.714733929169996","0.308446031762404","-0.42153034987843","0.478537889617791","1.801422039091","1.24631120201203","-0.434907147422641","0.720759694101584"
