"","psw_0198","psw_0202","psw_0239","psw_0325","psw_0329","psw_0378","psw_0379_2","psw_0543","psw_0647","psw_0825","psw_0839","psw_0947_4","psw_1017","psw_1045","psw_1066","psw_1145","psw_1154_2","psw_1161","psw_1203","psw_1296","psw_1327","psw_1352","psw_1357","psw_1358","psw_1396_2","psw_1404","psw_1412","psw_1456","psw_1490","psw_1507","psw_1510","psw_1528","psw_1554","psw_1589","psw_1619","psw_1637","psw_1638","psw_1714","psw_1717","psw_1722","psw_1776","psw_1809","psw_1817","psw_1873","psw_1883","psw_1960_3","psw_2133","psw_523","psw_981"
"GSE22501_PERIPHERAL_BLOOD_VS_CORD_BLOOD_TREG_UP","1.06535329433876","0.0213450624871129","-0.888233752352297","-0.289875656066537","0.106892023761475","0.0414091435103639","0.158435491873544","-0.115604940288304","-0.898046656937087","-1.07896041664048","0.813980582803332","0.209548518671007","1.12160713802063","-0.138487615909405","1.13089232483909","-0.361175375926986","-0.527072791299251","-1.06158518826288","0.860883637212687","0.634281502517713","0.653199577288478","-0.0537699887456674","-0.112952091301633","-0.601102673554173","-0.143135585651793","2.0496833856274","0.298951358342708","-0.329963961355747","0.512085987719569","0.212581797974126","-1.23812489825844","-1.2524328171589","1.12882188085928","-0.429462815916256","0.836416141937704","2.68439474773103","-3.04528884164454","0.419487166978354","-0.175358757069578","-2.05178264302376","1.58218234089593","0.0435629781384947","-1.0267760248876","1.0031381553059","-0.29973259874204","-1.09413193886806","0.416881127975916","-0.389395500011328","-0.403561836937843"
"GO_EMBRYONIC_DIGESTIVE_TRACT_DEVELOPMENT","0.898755012023358","-0.316998094376882","-0.451106351405412","0.473610683283837","1.3952509147522","-0.216400468346957","-0.155869199843243","1.31562866548599","-1.49539833635426","-0.901753648106239","0.506385074773025","0.790578651314256","2.46383095810433","-0.44950472053476","0.133304874239422","-0.067628939563371","-0.339152025847665","0.998987949379429","-0.709961604756773","0.649270880561292","-0.153100946957389","-1.48564769287357","0.502771578567523","-0.50031482399024","1.76020724486702","0.410041565329187","-0.233267962230279","-0.496224924475119","1.1328949654132","-0.583500824120836","-1.96610396701087","-2.40164495714172","1.17196496470421","-0.957733820415592","0.981828884374431","0.243982119700033","-0.772623387925195","0.262830725584932","-1.23574732224769","-0.750906813240199","1.19254433789127","0.218870580778452","-0.295749716109185","0.545693481890631","-0.273058675185189","0.607068220455693","0.530451455277753","0.12639487137694","-2.10374943706978"
"GO_MALE_MEIOSIS","-1.30381321682512","0.227524652759074","-0.246446122874708","0.156833816627268","0.241891132255903","0.275351558213664","-0.365345751885045","-0.00949298742339607","2.3994796908507","1.73333215634445","-0.486847115997761","0.834709547616123","-0.69205105564158","-0.93193824053741","-0.44452065238738","-0.311676637154258","-0.11767373264918","-0.317993329528772","-0.315221863989428","-0.145759448301067","0.70625152791791","2.94936919175788","-0.374428885096656","0.495731443410074","0.571475735805346","-0.85407278371145","0.147626167467148","0.558369348727388","-0.933457501224113","-0.518363221566309","-0.335763402559969","2.22870944888923","-0.72639610089554","-0.158418432503007","-0.792417156146374","-2.65847744135015","0.496824352744123","-1.08585067556938","0.441523168328205","-1.52508213716915","-1.05854373794574","-0.159202155062366","-0.328536605309368","0.175210005572629","1.07489183564378","-0.0332047756693989","1.3196970235034","0.703008043736752","-0.506814681196973"
"GSE2585_CD80_HIGH_VS_LOW_MTEC_UP","0.768419244503562","-2.09333298381835","0.933562064100551","1.20860668341746","0.375949993871012","1.27997917303606","1.16526849221268","0.66951320512354","-2.27218092550446","0.0867177391891222","-0.641505429557985","-0.879536638790428","0.251632925744296","1.00253655355268","-0.358765135275391","-0.380809125542517","-0.759640628377528","2.49356215853792","0.574447553566044","1.43520822729159","-0.118809174847378","-1.38098988307189","-1.36879363747324","0.125174106478613","0.257339395131725","0.669182760801378","-0.337497216088321","-0.140650305938017","1.94368466182309","0.058047349838742","-1.66671815016322","-0.800135005373007","0.281301256104206","0.215029873766945","-0.558702126634968","1.08979895256198","-1.59677684553624","0.506830973264811","0.0261358000191241","-0.974150038101365","-0.73381996969561","0.392597865296821","0.177014114651509","0.204853172776868","-1.30155625285367","0.0317240542974117","-0.379581256145948","0.733149921168703","-0.213317543338895"
"chr22q11","0.53262448079877","0.827952135411058","3.42276163145702","0.79703884153914","0.845202164289844","-1.22775493370328","0.796382082020683","-1.35757782765632","0.556400562036876","0.0800223092044609","1.17527882388948","0.843371676750883","0.260862920564018","0.739836580883185","-0.354234345817274","0.854890546163125","-0.650091147077157","-1.3642150062089","1.47955751825061","-0.544859762228534","-0.22557830081327","-1.00521024248275","-0.465785216437866","-0.863470169452329","-0.794621425710006","1.00505062175162","-0.415481344259859","-0.880857144954979","0.863033052942192","-1.33710260011925","-0.629355443376797","-0.957409132454551","-0.264921531025777","1.51801209465725","-0.219583903476858","-0.461135597633421","0.205410907378218","0.843616377968749","-2.01913201296661","-0.47641893215293","-0.1523047746097","0.442351551090633","-1.2337720868398","-0.6554974435478","-0.944002305679908","0.432120939670031","-0.156956145995057","-0.226210840299475","1.3617617982626"
"chr2q11","1.56554960334809","-1.0356656173244","0.892648111821059","-0.115487698134338","-1.33797273200413","-1.35203049753708","-0.909313051836007","-0.421940727137829","2.06356095209824","-0.29501872690459","-1.0340302406393","1.96100338412733","-0.644926539236212","-0.277782001220689","0.0662730237297715","0.740452479791522","0.0473211956159968","-1.42720606917805","-1.01117013060747","1.65834925584644","0.770594965052687","0.334464114386905","-1.13229362919473","0.745261814180972","-0.225212495069705","-1.31425317821396","-0.78733879352553","0.0516543170957888","1.41482744822599","0.899418458867114","0.053223433545042","0.516149322769663","-0.349619464616605","-0.514677939180497","-0.488766745722636","-1.58365902984582","1.17656080341806","0.0425198860686023","0.494091269452902","2.5813503417331","-0.583385709446975","-0.877109333938232","0.934881792270045","-0.878790396674957","-0.509396963168463","-0.325247407312377","0.219745798837673","0.478314136536781","-0.275920791149198"
"chr17q","-0.533783416318122","0.435465436213393","-0.0385390421944371","-0.81732454043234","-1.53376957286696","-0.0624946400913111","-0.574318229564289","0.538277896431696","-1.04386964193878","-1.0021288690967","1.04466386616602","2.18457420345629","-0.540881006261932","-1.34326286217394","0.0359445724745499","0.320570505465397","-0.0722064702122397","0.352454071085896","-0.224589402600455","-0.981876307766488","-0.0942736019521517","1.38142116777626","0.773332021420973","0.427414241384585","0.868210999552146","-0.784423189267405","-0.125516573597056","0.393402469888242","-3.07894880091317","0.774720394065951","-0.364132315523718","2.01228441154506","-0.742337380274829","0.464829351289033","0.303823227330302","-0.868595435929031","-0.50479455026212","0.101154711903956","0.821877156971003","1.47494049995387","0.405166647241133","-0.964680323537954","-1.01311204557648","-0.332783712279196","-0.255961019535546","0.0220538821951438","-0.0974718832831613","2.64470678622345","0.214786313415457"
"chr3q22","-0.494967809655984","0.472264314638618","2.53793596808319","-0.654273232451579","-0.450465911265404","0.962608595257225","0.897836953421831","1.72522003571316","0.248516943838482","-1.20217220532488","-1.61066564275131","0.500790007549797","-0.365953459581964","-0.205612757108256","-0.327424456192328","-0.678948690682687","0.320391993424821","-1.59581436481733","-1.41736285426562","-0.397129447599015","0.233679069449735","0.725028941947062","0.0266738016109922","1.13817509023214","0.0405280688112057","-1.44877294892638","-0.963126323213442","-0.548966631015809","1.16365368636709","-0.581581672207273","1.79652961947883","0.95992782434375","1.15783401203609","0.318325858573374","-0.0338882202581538","-0.779882512068989","-0.616915485490633","0.0479640605168453","0.41195832878085","-0.628449111839119","0.118693150468335","-1.54461694286623","2.80582236956429","-0.407209070664618","-0.0118471208395526","-0.932896332143311","-0.691109532361701","0.0431336891714183","-0.0634396476875403"
"chr3q29","-0.368101512248011","-0.145303251720121","1.42253014047787","-0.693641012896521","-1.69032709524591","1.46449792201567","-0.889781581074863","0.987458381831725","0.966468786390154","-0.54595965879751","-0.796094318669348","0.774971294442989","0.0106126824617855","-0.63336893583076","0.0403680068163883","-0.0905533617119813","-0.695232446574056","-3.65409574739238","-0.540291341045515","-0.646758406600367","0.411580365010455","0.596991972923402","-0.476408998468662","1.93370369442967","-0.177003189877465","-0.832658496847203","1.4733110780803","-0.605802402624045","-1.57711490355555","1.01658202500545","2.02364004506123","1.08205039854992","0.98582601164981","0.0356479738849337","-0.275387166066581","0.245285536269269","0.15386447664814","-0.101314178007337","0.298655167409558","0.654802096010828","-0.422980534258643","0.831056545050425","-0.603243170974625","0.607009961611472","0.268921986703875","-0.804059590015916","-0.621559015290839","-0.480261180193198","0.081464947252069"
"chr22q12","0.505576557187709","1.40897860557217","3.45035256672597","0.0072490248103694","1.15208801965903","-1.28497040558686","0.218558320314018","-0.961360427229494","-1.00764564466196","-0.101723493519545","1.54159887557032","-0.115851030012739","0.519664399302671","-0.280834673842524","1.26418663618377","-0.355389696471926","-0.0466804295059629","-1.03482228051659","1.37214930799069","0.0699439354000057","0.433645534800554","0.497098764088027","0.543511294699493","-0.320125813790812","-0.580347540243946","0.975720572569523","-0.419268164591817","-0.827237563667315","0.0805471074640371","-1.20652121056314","-0.508749510658774","-1.06716027967456","-0.426474435828355","0.916463837350947","0.241330444471134","0.0905480596270325","-0.281804799386275","0.981864554945052","-2.16225975788488","-1.66820088048247","0.543023267429536","-0.774931481396365","-1.50229489385369","0.565933808939272","-0.982237592564603","-0.583274484702355","0.346850628627777","-0.255760544902974","1.02904291181083"
"chr3q13","-0.76773711137392","0.76703221777441","0.330965884761579","-1.60793687693572","-1.55347685293618","0.191956180552536","-0.118296891823669","2.34103136419932","1.43864173073233","-1.55101794816642","-0.882425275795778","1.12863928165862","-0.886983449663603","-0.303568062321853","0.832491072494861","0.640008300422783","0.227290438508833","-1.11193305486258","-2.26190431312529","-1.26149444642846","0.835266203545193","1.09524079766754","0.837521378939402","1.60324205961379","0.434820134063631","-0.691502821496845","-0.445427037107456","0.441069309912238","0.687072266669239","1.13441540691814","0.532281393949726","0.610176472594914","1.09755594616123","-0.743926128689449","-0.394182655653479","-0.841218597727539","-0.93403123538822","0.316126828650673","0.619620424794352","-0.990897038872722","-0.017570007486941","-1.28666355406364","1.66224694907282","0.457192879478198","-0.0779771812672826","-1.16371082892693","-0.279854076704431","-0.0896694965264728","0.00150002020853703"
"KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG","-0.337785508831015","0.0517619110748188","0.423722374493272","-0.247682180292989","0.135781005421323","-0.106895582338805","0.825936167818137","0.469159200772108","-0.982456889756643","-0.275107015710686","-0.674161372700027","-1.1738498056228","-0.330018933609369","0.163076474436328","-0.519257229386808","1.90705610185738","-0.803635474161017","1.71563827612021","1.64272531288863","-0.264373251411176","-0.468935883148429","-1.10271417515105","-1.27163806956743","-0.201017608796822","-0.848539744739952","3.16809513065458","-0.208861172077943","-0.630757133248619","1.98280955558297","-0.422119510822161","-0.0358908922286376","-0.664899243519809","-0.744404554709604","-0.288519275066492","-0.624059170216644","2.06658944994234","-0.167055908964717","0.109114732493878","-0.433264951949074","0.24170359741841","-1.10319712549925","-0.0420571247377464","-0.677937282188344","2.35138417790619","-0.678588839454615","0.408336040602136","0.125782985299327","-0.946345495942872","-0.512646088930488"
"BIOCARTA_PLATELETAPP_PATHWAY","-0.018019518544314","1.31625078704193","-0.081338615253342","-0.830172013001022","0.807565501853856","-0.310515444836964","-0.757826325562554","0.135465501082111","-0.23253580536163","-0.324489538501247","-0.230580187938497","-0.312394557592814","0.722636185778727","0.0954657901472154","0.989307248166819","-1.92507604093631","0.542297965190457","0.153734496414799","2.08705988397966","0.00674848348927641","-1.87460361651057","0.250570696653303","0.167371442662334","-0.430219404576167","0.438167628695419","2.27075187816062","1.22113599435041","0.0696691228626475","0.243100136422937","-0.352306666028618","-1.09754315172961","-2.4177073710282","0.770837389348246","-0.485389519238138","0.529303697280737","2.69556299111393","-0.00638885384802952","0.363199761480964","-0.760622279561264","-1.55356215552438","0.301067900085902","-0.335927613035308","0.508883739008185","0.839053314117562","0.00753613502668495","-0.962035825255049","-0.377067438940666","-0.334270474657591","-1.52215125295247"
"SA_FAS_SIGNALING","0.159797369043999","0.068519434311565","-0.961724944976035","-2.47068110651447","-1.61967101882996","0.607173451306611","-0.484985536909194","-0.264832128396841","0.883700234177247","-0.975647339771198","-0.963460344782571","0.615652514729044","0.173638324430281","0.156538079898732","0.292122412787716","1.27298709111659","0.721489346624924","0.0115554512297602","-0.954125788339668","-0.40314000946372","-0.504341558956585","-0.664357181580375","1.29302480303793","-0.351153266018074","-0.10796304440368","-1.97615141495528","0.0745524098217279","0.749901203886472","-2.9921678291507","0.227390479119997","1.84002992438337","2.13130244365753","0.476888812624647","-0.136624944222603","-0.163845474869944","-0.411908825666167","1.35116587962635","0.305453698577009","1.48396343542016","-0.29156031373784","0.680056784088964","0.398459538557261","-0.426820560725462","-0.526560671362439","0.49318107660374","-0.381569834773117","1.04184285214606","0.254198627213744","0.268707459984492"
"REACTOME_MEIOSIS","-1.11932206136635","0.496824923739142","0.175849199550398","-1.76022619478025","-0.355679742794367","-0.374894356922147","0.348006281927287","0.690169223867622","1.16928149690407","0.226379230023356","-0.326889700648901","0.217091067748343","-0.287430107656899","-0.122394791043351","-0.562861904037373","0.494495318492343","-0.179940504058313","-1.07531569300981","-0.16510974492604","0.761352014490523","-0.00803074259086599","0.812460370829845","-0.804951115730883","-0.21363259563121","0.480242161807984","-1.35150216610077","1.48797965727009","0.114349324865813","-2.95973773846898","-0.375458200002701","0.640571845964605","1.35841304565043","-0.0943073676535635","0.13528304504655","-0.723241780091281","-0.642872996760489","0.417910269420143","-0.471350772233204","1.54778967126385","3.36143073659758","-1.11353274405375","-0.289749687047347","0.671078711594634","0.971750879355372","1.18950282911067","-0.922075225882407","-0.0190733197914384","-1.27029096809438","-0.178339084143568"
"REACTOME_RNA_POL_I_TRANSCRIPTION","-1.39223491762666","0.33009437711774","0.339033095027355","-1.43684941620052","-0.176011811929654","-0.391727098286656","0.588643789060677","0.668623934304527","1.08479971773861","-0.210296598733479","-0.0850662609993524","0.241099444807914","-0.397027836597159","-0.0527827715869592","-0.666555281824282","0.118653668067372","0.0956290635547288","-2.20679825511998","0.127896654244631","0.576302373471552","0.273841292343695","0.657307876457457","-1.00176161994285","-0.2036406470607","0.68134051072164","-1.20381960939918","0.909029701097357","-0.122480597018239","-2.25294398863618","-0.295751099532738","0.565451639167721","1.22276236992712","-0.127829339758197","0.263144706925825","-0.869138447773178","-0.651423355540906","0.693556318769816","-0.328460003008791","1.45979570416257","3.96094672347012","-1.03494979002056","-0.317510760182299","0.577545428400106","0.722510778427622","1.19840930203762","-0.535125527744494","-0.401510001780013","-0.882879292663735","-0.111844140336993"
"REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES","0.469439330773937","-0.51855517325264","0.396044946044428","-0.336511270712472","0.121993820976187","-0.72270584883408","0.650531060178887","-0.728871205990401","-0.723344703285569","-0.151083426262501","-0.10319192131652","-0.827873556156925","0.231377795637242","-0.0569210118503511","-0.493602282198093","-0.367845417264098","-1.33699020757541","3.85627406118101","-0.376102290350959","1.50762662663221","-0.984071292935156","-0.362191954104027","0.540210287814045","-0.617030594894183","0.698839758245138","1.34377081009022","-0.112806284338717","0.0998380736566538","2.61070076712288","0.0407512679686908","-0.716603995849494","-1.57928939890726","0.320440800587877","0.493934678258343","0.869294459980701","0.189219921662164","-0.988038526107234","1.11847957812691","-0.573590475149268","0.446720740538193","0.990942560201684","-0.175362097176533","0.508719489348883","-0.245330224384654","-1.49580002049187","-0.353335762701378","-0.329921931855748","-0.441305531532067","-1.78687442954868"
"REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT","-0.0889241866096835","0.00422398256799964","0.0297801639602272","-0.0981292444991841","-0.0196944935702911","-0.328447978938878","0.201945183020187","0.610904101368244","-0.655498546720503","-0.589427695303417","-0.323360278676093","-1.18593984824924","-0.0415577379878123","-0.0540834485874395","-0.28637969174427","1.98587250572809","-0.513813200999144","2.84336445824625","1.40476921556788","-0.30160548829339","-0.599093762271887","-0.911036777804039","-0.76546157097786","-0.116391541100154","-0.491999647547725","3.30665632894016","-0.180983898910643","-0.613047152276635","2.12289530556144","-0.803370714858981","-0.131839040780029","-1.11316463814744","-0.546005978692627","-0.675335795388407","-0.537885684465119","1.93944648041836","0.020763798817685","-0.134013384365711","-0.540351104387617","-0.130763131378207","-0.725874280679154","-0.340101473302331","-0.459316387133372","1.75015711850047","-0.908030608075449","0.286940136409228","0.0781876604801936","-0.548060802956387","-0.826917223907287"
"REACTOME_RNA_POL_I_RNA_POL_III_AND_MITOCHONDRIAL_TRANSCRIPTION","-1.14944931172608","0.458421407966593","0.329108392982442","-0.983256580770692","0.0456591576769195","-0.201914626283473","0.593882165863812","0.689988300988225","1.06547615265945","0.0524032172524828","0.0553316488341926","0.192390482059973","-0.364743387249658","0.0197912151733591","-0.66035474059247","0.0461373538245716","0.208915067725433","-4.04146619901107","0.2638671208667","0.421864709384543","0.332101489025635","0.670957641050052","-0.88761466577584","0.00771229159578932","0.644199762527118","-0.884999027933389","0.85379821780082","0.0167347062147132","-2.74477750250497","-0.300983022437059","0.520006520963206","1.10421488981677","-0.00676225902557634","0.276694187126995","-0.709611797598143","-0.60494868895621","0.635729921226871","-0.321577126903829","1.17573915351113","2.74542178654696","-0.914377186672407","-0.176873957565112","0.332260803166847","0.655465855236274","1.3142342735073","-0.275884218261525","-0.00036136407886056","-0.406047973933865","-0.0925042552949584"
"REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE","-1.52017805774158","0.780854305193081","-0.0521907659224024","-1.53288275522496","-0.293541440449117","-0.330463427392331","0.613182308035849","0.697890821618103","1.36579786717511","-0.0707245766142081","-0.313395502487688","0.230400220129724","-0.553605859424832","-0.266378473710112","-0.711067455128974","0.166156391189207","0.0183784134519351","-0.98697416164749","0.098385571190295","0.508736998334863","0.0592438314256819","0.630661613031014","-1.43651506595929","-0.0399565819229898","0.430305229897176","-1.31575739535667","1.32770817073193","0.153377591421767","-1.923375633414","-0.423406792105857","0.481836371115125","1.78761472645831","0.0468481852334047","0.237539298943262","-0.68243947944625","-0.93975055454756","0.557138017861239","-0.618235235918224","1.54759602178124","3.44227547022687","-1.71857886770453","-0.223358094775251","0.92469066594324","0.701863236796939","1.08536835553863","-0.551462898256861","-0.142695479786365","-1.34535045837769","0.0984353305912202"
"REACTOME_RNA_POL_I_PROMOTER_OPENING","-1.73651898077996","0.25005371914711","0.10257871635982","-1.51878097186251","-0.164306228985632","-0.518301307076728","0.415530249542194","0.514549101125542","0.859389948718669","-0.46025382055898","0.126805618820608","0.342597390553481","-0.273252199427039","-0.157239910112299","-0.689314065662177","0.133567999615983","-0.224458362803286","-0.413728730771078","0.177706301737315","0.762639987236232","0.315377728857926","0.523777427694025","-1.04548803858491","-0.517797159744639","0.443076358961788","-1.13668358141033","0.968943221397987","-0.236642279233315","-1.31587070858087","-0.502852432620094","0.415224235182986","1.19676780759686","-0.298107252348915","0.146444449942644","-0.890999507704745","-0.500254383742673","0.624150950114836","-0.260829124526207","1.34933032110476","4.65580432561775","-1.19438784410215","-0.445009129311157","1.10244532935845","0.677225869079411","0.947455818540105","-0.71130081547882","-0.57506971092239","-1.18538031146533","-0.0786160184902636"
"REACTOME_MEIOTIC_RECOMBINATION","-1.34090618811544","0.521003662222278","0.108857388320905","-1.44982183669125","-0.217885390124155","-0.422750199234711","0.418469986351653","0.679295252656028","0.980567988360995","-0.277041022025564","-0.0865488799104753","0.210198183590725","-0.473552055709249","-0.081317034252377","-0.647004518542181","0.249847753779102","-0.19271652263981","-0.372225177829084","0.0819359590358027","0.625191383343817","0.0228623590108358","0.627546707753681","-1.18095503548573","-0.448484383628795","0.451169386166674","-1.33970826687978","1.27199099048062","-0.0808536419003841","-2.15167552790104","-0.422401433962926","0.466370043521969","1.49712428302666","-0.302267303382534","0.15818976558143","-0.785180111852201","-0.650460863357181","0.501970062032667","-0.524732135432681","1.48872255682195","4.07842594480582","-1.44063406835842","-0.257222652681995","0.738728654769712","0.939121825372879","1.26018262824191","-0.605182240769271","-0.197666732115799","-1.25400810715456","-0.174571435310518"
"REACTOME_MEIOTIC_SYNAPSIS","-1.71295622989463","0.31474053330864","0.220057884107709","-1.91030434092511","-0.32061963580244","-0.411854370273738","0.447645469537262","0.541738847237895","1.11088882855811","0.197275985973757","-0.130542945091729","0.390354022914341","-0.107938667796632","-0.316311880663703","-0.640011796528059","0.410159963007734","-0.376515324529349","-1.65902551078707","-0.166183157894711","0.977812730664767","0.182147219193663","0.90440226497621","-0.663266535319085","0.041200745117576","0.39322276164412","-0.839097097662357","1.26382626559328","0.179948454102617","-2.373582033963","-0.523797700324289","0.698577910605323","1.12302641747673","0.0845088452413671","0.0029643343743067","-0.812595275612691","-0.699451387004512","0.398552009941101","-0.102231051487691","1.57517735384879","3.52292200312554","-0.890568482238616","-0.488918900231509","1.23910525995765","0.802501599287849","0.862874329940852","-1.09657868468679","-0.338884034258167","-1.2488872367427","-0.0555097600186116"
"REACTOME_PACKAGING_OF_TELOMERE_ENDS","-2.30514990731724","0.350288297853556","0.0625399515134037","-1.37443496768577","-0.0724038736494749","-0.417759405223179","0.580366199508937","0.509453847663378","0.830971856162509","-0.605003447315114","0.269333785506259","0.412067367023717","-0.33905546199628","-0.286063915444329","-0.743354227827114","0.0754943177661421","-0.441726372946499","-1.06112881058721","0.224348803122744","0.862915465206807","0.368450872337388","0.640836597328468","-1.04853515527851","-0.223625483087194","0.417096490902229","-0.700986468115043","1.00437627535295","-0.136463887277854","-1.40856396472024","-0.515543533201158","0.462605718244916","1.38633062681213","-0.0897294810177278","0.0164698870829074","-0.877921864589899","-0.602125268374509","0.726845725283096","-0.043724570267485","1.39807119297635","4.17111737076304","-1.23022310668996","-0.527326992835277","1.27974985905141","0.638661794766453","0.887679326036007","-0.603890375731313","-0.815436441304824","-1.12703396814625","0.0211393223646554"
"TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_SUSTAINED_IN_MONOCYTE_UP","0.311532370683806","0.475953507199641","-0.790445451456264","-0.323251097896964","1.02215838249637","0.149844975579194","0.142196205051384","0.754004412404393","-2.47401470593556","0.263178376190785","0.302358366167911","0.925595552227573","1.1046421289791","1.12865861501374","0.324541242128374","-2.0099932270961","-1.18842278342504","-0.989405927698453","0.420817537376125","0.835849209175407","-0.23931173320029","-0.706360279356815","0.412668627536739","-1.05981848136016","0.770035073770469","0.658387884520367","-0.185091904515141","-0.0524639090849585","-1.69592123376867","-0.175573294869733","-0.077512640519972","-0.0953445586785857","-0.0290952764020625","0.200336399342432","1.30884385041837","0.912177610974466","-1.45343810037489","0.71988181366726","-1.98061248396176","-2.64526597470874","0.814940732688923","1.14457664161391","0.449933706447775","0.820015496185033","-1.05486042208758","0.980690972691348","0.567249703553558","0.950160363312906","0.354973729000383"
"HAHTOLA_SEZARY_SYNDROM_DN","-0.374303796435399","-0.0859504451068512","-2.06859348060045","-0.776459829696026","-0.300201708816707","0.832669020185207","-0.955296739276302","-0.872045287533805","0.853346220795561","-2.15418380325277","0.42926738000041","1.53656911535788","0.559387239267048","-1.20160436829183","1.11080887025468","1.55069790367658","1.52142903057683","-2.46646359863261","-0.865074905706675","-0.183249148768602","1.25329748687914","-0.730207211550405","1.80906446043711","-0.459074391193461","-0.218292931237451","0.65027296244308","-0.304364596720428","0.32147861162485","-1.4236930414988","-0.864016810943032","0.899284422285801","1.34528524112059","-0.492998769536383","-0.440707873772928","0.135057029340816","-0.520937723912434","0.901730801605601","0.299966263715262","0.642277562051095","0.311409037250874","0.410848188430904","-0.503506661074337","-0.476511320209813","-0.927799973358711","0.469813609922594","-0.23248539097805","1.07559150540158","-0.150552801466861","1.12902464694762"
"HAHTOLA_MYCOSIS_FUNGOIDES_UP","-1.41683117334938","-0.0345193739065676","-0.502141846378782","-0.0479146432837798","-1.0895940076982","0.709059309594864","-0.562017055902636","-0.188557618032002","1.0777404590552","-1.36049354544705","1.53836293893089","0.975462588301957","-1.12367507728122","-0.396983025511188","0.415206121878754","1.59210078961325","0.190943536833321","-1.74309593554477","-0.699444734441169","0.229999355361145","1.5691564393599","-0.00162327985599362","-0.283723589489528","0.247402066682871","-0.655999724781652","0.0697068670316842","0.173455731711454","-0.256089093854971","-3.34846489727683","0.23671000079575","0.926754729798077","1.76209829856442","-0.210211529725707","-1.51743995908181","0.221897574582853","0.469648289714927","0.399557588893775","0.837563166597212","0.289486590349972","0.523409929428379","-0.501954567121698","-0.0172095136638994","-1.5458031045759","1.0352553654673","1.48012112874009","0.122155435541968","-0.783182436441356","0.302673553134213","0.891041876681874"
"ZIRN_TRETINOIN_RESPONSE_WT1_DN","0.689354679189154","-0.694392141537573","0.61993939866559","0.967468475813907","-0.436346718641946","0.486884934336574","0.686501482090296","-0.602935905464455","-0.908395825264003","-0.50347138820253","1.13374152362245","0.167881718783808","0.484770784577824","0.880788407211201","0.745700082208541","0.406876493239502","-0.38117408637614","1.85371101577088","0.191999943021473","0.95808015975067","-0.832830060550652","-0.320550577422377","1.02066924774154","-0.707717678817207","-1.28215507132003","0.0985198827211122","-0.968590296651349","0.564731390874866","0.0916225121526642","-0.491495598208144","-0.229493896700163","-3.80817667395087","2.2558395327451","0.36131855239135","0.546285953066185","-0.352906942220134","-1.66758539398529","0.541671196053635","-1.09592088877072","-0.957278881137252","1.16834494900707","0.390059867828372","-0.00449384160633524","0.27229112839625","-0.269398677743212","-1.66212893099936","0.0161921133306249","0.686636037662176","-0.110441986683057"
"WATTEL_AUTONOMOUS_THYROID_ADENOMA_UP","0.374678083092286","0.0208238927479256","-0.0768632142249177","-0.0366874546185899","1.70493498718735","-0.593362863235045","0.284131798505325","0.297507490690612","-1.35022765311771","0.461742204437306","0.869181721590089","1.1381719179907","1.34067625931099","1.19129766366608","0.881134785120844","-0.574673093616594","0.10536829308621","-2.57071683605859","1.08996068937439","-0.137220486362442","0.654490950378419","0.113206700615006","-0.256380136847329","0.0410443089718053","-0.422287162560417","1.94004395798481","0.0938283964109272","0.679781129376276","-1.15419122621827","0.894895839337672","-2.03082735386603","-1.97331942306252","0.407483947573713","-0.817167342993607","0.703114303700897","0.989996792962942","-2.00458136648405","1.00167129332968","-0.511389043516488","-0.16765259286639","-0.0436530762760912","1.07629668713495","-0.20161925390732","-0.029167078074938","-0.636278595141495","-0.471816544131714","0.14530938336744","-0.643509856803111","-1.79718182396098"
"SCHLESINGER_METHYLATED_IN_COLON_CANCER","0.446106503418513","-0.300023478345042","-1.44667819737305","-0.00256052400015658","0.58831719014561","-0.0663900574575459","1.48066624421371","1.17645865770025","1.01854041794455","-0.246771021853489","0.115008800400364","-0.0916477705553096","1.10612281462138","0.773791810921856","-0.488062035180626","1.27677495038459","1.74667014374128","1.71872046248536","-1.34122316691962","0.154653650410238","-1.0423474192972","-0.616849348754304","0.746430149550052","-0.281251062027567","1.8445330400031","0.75714547938914","0.551897742027397","0.975629009653598","1.06960009492729","-0.170415290736877","-2.05208254993189","-1.9483171971372","-0.0135953527154586","-0.155145638371947","-0.260365789267203","0.0187427777071457","-0.960365166743266","0.296147962318586","-1.01208575278933","-1.28399185367513","0.265246892079213","-0.0672663830461481","-1.79536861012585","0.28524826175415","-0.875228472861708","-1.31771576475272","0.201791753132322","0.736914210225942","-1.51541111523701"
